1.0399,0.94302,-0.99272,1
1.0079,-1.0129,0.98038,-1
-0.94242,1.0571,1.0063,1
-1.0005,-0.99227,0.99265,1
-1.0289,1.0363,-1.0301,1
-1.0056,-1.0072,-0.97734,1
1.0265,-1.0198,1.0375,-1
1.0615,1.002,1.0773,-1
-1.0257,0.99934,-1.019,1
-1.0105,-1.01,-1.068,1
-1.0373,-1.0179,1.0402,1
-1.0129,-0.90547,-0.97757,1
1.0377,-0.98771,-0.92173,-1
-1.0378,1.0805,0.98904,1
-0.99809,1.0048,-0.98918,1
1.0088,1.0076,0.97945,-1
0.99328,-0.99859,1.089,-1
-0.99959,-1.045,1.0534,1
-0.99899,-0.99674,-0.9956,1
-1.045,-0.99325,0.99988,1
0.94642,0.93612,-0.98869,1
-1.0425,-0.96588,-1.0757,1
-0.98067,1.0069,0.9034,1
-0.99055,-1.0111,1.0139,1
1.0089,0.9691,0.96823,-1
0.98887,1.0227,-0.98135,1
0.98202,-1.0767,1.054,-1
-0.97107,1.0129,1.0046,1
1.01,-0.9936,1.0336,-1
-1.0001,0.99984,-1.0198,1
0.94939,-1.0154,-0.93364,-1
0.98218,1.0453,0.98512,-1
0.9282,0.94364,-0.96849,1
1.0075,-1.0392,-1.0169,-1
-0.98216,1.0088,1.0021,1
0.97379,-0.94491,-1.0077,-1
0.99066,0.99896,-1.0116,1
-1.0106,0.99721,-1.026,1
1.0086,1.0141,-1.0003,1
1.009,-0.9775,-1.0823,-1
-1.0273,1.0112,-0.92418,1
-0.99794,0.99641,1.005,1
0.99969,1.0009,0.99702,-1
-0.98801,1.0105,-0.95897,1
0.97416,-1.0273,-1.0214,-1
0.97009,0.93536,-1.067,1
0.99786,-1.0042,1.0125,-1
-1.0049,-0.99755,0.98605,1
-1.0002,1.0005,1.0007,1
-0.98442,0.98988,0.99902,1
1.0008,0.9973,0.94877,-1
-0.99026,1.0315,-1.0592,1
-1.0089,-0.96908,-0.93053,1
-1.0001,0.99818,-0.95807,1
-1.0719,0.98553,-1.0489,1
0.99707,0.99384,1.0465,-1
-1.0853,1.0415,-0.97728,1
1.0228,-0.99827,-1.0238,-1
1.0012,-0.99985,0.99641,-1
-1.0134,0.99865,0.98682,1
-0.97724,0.94366,-0.9726,1
1.0095,-0.99771,0.99363,-1
-1.0017,1.0039,-0.99754,1
