-0.90809,1.0026,-0.97766,1
1.0041,-0.9661,0.93342,-1
-1.0005,-0.99227,0.99265,1
-0.9738,1.0452,-1.0246,1
-1.0203,0.9507,-0.96017,1
-0.99422,0.99702,0.99862,1
1.0124,-1.0129,1.0983,-1
0.98418,-0.9952,0.92306,-1
-1.0105,-1.01,-1.068,1
-0.99548,-1.0092,1.0127,1
-0.99809,1.0048,-0.98918,1
-0.99614,1.0027,0.94702,1
0.92846,-0.99079,-1.0322,-1
-0.99899,-0.99674,-0.9956,1
-1.045,-0.99325,0.99988,1
-1.0425,-0.96588,-1.0757,1
-1.0022,1.0003,1.0004,1
-0.98067,1.0069,0.9034,1
0.98184,-1.005,-1.0934,-1
-0.99055,-1.0111,1.0139,1
0.95897,-0.98455,-0.99421,-1
0.98887,1.0227,-0.98135,1
1.0243,1.0259,-0.93045,1
1.0546,0.99965,0.97013,-1
-0.97627,-1.0065,0.97991,1
-1.0451,-1.0061,1.0197,1
-1.041,1.0069,-0.91006,1
-1.0477,0.96863,-0.92548,1
-1.0347,-1.031,0.96019,1
-0.99241,-0.96651,-1.0075,1
1.0026,0.99506,1.0211,-1
-0.99821,-1.0067,0.9493,1
-1.0073,1.0017,1.01,1
-0.99856,0.99744,-0.9939,1
-0.9994,1.0003,1.0214,1
1.0094,-1.0085,-1.0337,-1
1.0005,0.99971,-1.05,1
0.99147,1.0033,-0.98381,1
1.0589,-1.0139,1.04,-1
-1.0202,1.0303,0.99632,1
0.98691,0.96293,0.92492,-1
-1.0075,-0.98511,-1.0137,1
-1.004,-1.0496,-1.0485,1
0.97416,-1.0273,-1.0214,-1
0.99983,1.0005,-0.99888,1
-1.0186,-1.0527,0.95436,1
-1.018,-1.0146,-1.0895,1
1.0525,-0.9867,-1.0036,-1
-0.99123,-0.96748,-1.0428,1
0.99786,-1.0042,1.0125,-1
-1.0049,-0.99755,0.98605,1
-1.0262,0.95128,0.9217,1
-1.0035,-1.0002,-1.0013,1
-1.0719,0.98553,-1.0489,1
-1.0358,1.076,-1.0133,1
1.0414,1.0836,-1.0246,1
1.0734,1.0447,-0.99517,1
1.0264,-0.94644,0.99936,-1
-1.0079,0.98915,-0.95708,1
-1.038,1.0426,1.0734,1
0.99905,-0.99791,-0.95632,-1
1.014,0.99113,0.97791,-1
1.0003,1.0124,0.99193,-1
-1.0001,0.99984,1.0615,1
-1.017,-1.0015,-0.99852,1
-0.97839,-0.98298,-1.0352,1
1.0336,-1.0203,-1.0204,-1
-1.0049,1.0024,0.9912,1
1.0107,-1.0082,0.98562,-1
-0.97101,-1.0861,0.97623,1
-1.027,1.0214,1.0437,1
-1.0123,0.98378,-1.0839,1
-1.0205,-0.91217,-0.97976,1
0.98746,-0.99789,1.0191,-1
-1.0082,-0.99893,-1.0044,1
-0.92983,-0.95821,0.9659,1
-0.97811,0.9963,1.0095,1
-1.0189,0.98483,-0.96496,1
-0.96447,-1.0401,0.99082,1
1.0047,0.99897,-0.9212,1
-0.99038,-0.96899,-0.96694,1
1.0002,0.99852,-1.0237,1
-0.95464,0.95923,1.0251,1
1.0013,-1.0049,-1.0063,-1
1.0032,-0.99492,-0.90654,-1
-0.99401,0.96462,0.97287,1
1.0021,-1.0001,-0.99733,-1
0.97211,-1.0007,0.98141,-1
-0.97646,-1.002,-1.0708,1
-1.0312,-0.99305,0.9334,1
-0.99732,-0.99628,-1.079,1
1.025,0.98446,-0.99195,1
1.0005,1.0082,0.99631,-1
-0.99111,-0.95664,-1.0439,1
1.0019,-1.0058,-1.0726,-1
0.96551,1.0007,-1.0919,1
1.0215,-1.075,-0.96126,-1
1.0097,1.0116,-1.0267,1
-1.0074,0.98275,0.97425,1
0.97987,-0.99369,1.0048,-1
-0.99054,-0.9977,1.0355,1
0.99159,0.99887,-0.95612,1
-1.0515,-1.066,-0.98696,1
-1.0103,-0.99518,0.9649,1
1.0299,-0.97874,-0.94342,-1
0.99528,-1.0165,-0.99656,-1
1.0027,-0.99991,-1.0083,-1
-1.0028,-0.99333,-1.0188,1
-1.0426,-1.0322,-0.92611,1
-1.0087,1.0084,-0.90518,1
-1.0109,-0.98708,-0.93559,1
-0.97584,-0.99172,-0.94432,1
-0.99861,-1.001,0.99885,1
-0.98219,0.9844,0.99177,1
1.013,0.98821,-0.99013,1
-0.92894,0.97239,0.99766,1
